Sno,QUARTER,seg_lvl5,L3_PROD_DESC,Sum(chrg_amt),
427,Q1-2016,Sector5,Prod2,609918477.6,
428,Q1-2016,Sector2,Prod2,134.97,
429,Q2-2016,Sector5,Prod2,-8922.69,
430,Q3-2016,Sector5,Prod2,-579.7,
431,Q1-2016,Sector5,Prod2,-10752.4,
432,Q2-2016,Other,Prod2,36.92,
433,Q3-2016,Sector5,Prod2,493716429.6,
434,Q2-2016,Sector5,Prod2,739762.97,
435,Q3-2016,Other,Prod2,10457.17,
436,Q2-2016,Sector3,Prod2,0.55,
437,Q1-2016,Other,Prod2,14327.81,
438,Q2-2016,Sector3,Prod2,1162.24,
439,Q2-2016,Sector5,Prod2,504247152.3,
440,Q2-2016,Other,Prod2,11220.51,
441,Q3-2016,Sector5,Prod2,721526.74,
442,Q3-2016,Sector3,Prod2,1274.58,
443,Q3-2016,Other,Prod2,30.98,
444,Q1-2016,Sector3,Prod2,3.7,
445,Q4-2016,Other,Prod2,9338.43,
446,Q4-2016,Sector5,Prod2,6507.49,
447,Q2-2016,Sector2,Prod2,44.99,
448,Q1-2016,Sector5,Prod2,1015989.3,
449,Q4-2016,Sector3,Prod2,6.15,
450,Q4-2016,Sector3,Prod2,1042.26,
451,Q1-2016,Other,Prod2,47.77,
452,Q4-2016,Sector5,Prod2,687633.64,
453,Q4-2016,Other,Prod2,2.45,
454,Q4-2016,Total Wholesale,ATM,34369.94,
455,Q1-2016,Total Wholesale,ATM,44084.64,
456,Q3-2016,Total Verizon Business Markets,ATM,9304.8,
457,Q3-2016,Total Wholesale,ATM,-252.28,
458,Q3-2016,Total Wholesale,ATM,154576.47,
459,Q2-2016,Other,ATM,4383767.25,
460,Q1-2016,Total Wholesale,ATM,113241.66,
461,Q4-2016,Total Verizon Business Markets,ATM,9304.8,
462,Q4-2016,Other,ATM,4263404.64,
463,Q1-2016,Total Enterprise,ATM,361191.2,
464,Q1-2016,Total Verizon Business Markets,ATM,10120.8,
465,Q4-2016,Total Wholesale,ATM,152146.66,
466,Q3-2016,Other,ATM,4377170.38,
467,Q2-2016,Total Wholesale,ATM,2306.48,
468,Q2-2016,Total Enterprise,ATM,188521.58,
469,Q1-2016,Other,ATM,4387587.9,
470,Q4-2016,Total Enterprise,ATM,26154.87,
471,Q3-2016,Total Enterprise,ATM,-41858.04,
472,Q2-2016,Total Wholesale,ATM,159884.91,
473,Q2-2016,Total Verizon Business Markets,ATM,9304.8,
474,Q1-2016,CMB,Information Services,3920434.14,
475,Q3-2016,Total Verizon Business Markets,Information Services,25.9,
476,Q1-2016,CMB,Information Services,127761.57,
477,Q4-2016,CMB,Information Services,28307.56,
478,Q2-2016,CMB,Information Services,30315.48,
479,Q2-2016,Total Wholesale,Information Services,0.22,
480,Q4-2016,Total Wholesale,Information Services,0.04,
481,Q3-2016,Total Wholesale,Information Services,3438.44,
482,Q1-2016,CMB,Information Services,1341.67,
483,Q2-2016,CMB,Information Services,2389219.5,
484,Q4-2016,Total Wholesale,Information Services,1068.75,
485,Q3-2016,CMB,Information Services,31780.01,
486,Q2-2016,CMB,Information Services,1633.23,
487,Q2-2016,CMB,Information Services,18332.65,
488,Q3-2016,Total Enterprise,Information Services,4.98,
489,Q4-2016,Total Enterprise,Information Services,473.97,
490,Q2-2016,Total Wholesale,Information Services,74.79,
491,Q2-2016,CMB,Information Services,2897560.01,
492,Q2-2016,Total Wholesale,Information Services,287.03,
493,Q2-2016,CMB,Information Services,108341.52,
494,Q4-2016,Total Wholesale,Information Services,197,
495,Q3-2016,CMB,Information Services,273275.67,
496,Q2-2016,Total Wholesale,Information Services,131.43,
497,Q4-2016,Total Enterprise,Information Services,2.49,
498,Q3-2016,Total Enterprise,Information Services,18.36,
499,Q4-2016,Total Wholesale,Information Services,362.71,
500,Q3-2016,Total Wholesale,Information Services,0.04,
501,Q4-2016,CMB,Information Services,2640636.91,
502,Q2-2016,CMB,Information Services,2245.53,
503,Q4-2016,CMB,Information Services,1209.37,
504,Q4-2016,Total Wholesale,Information Services,3402.21,
505,Q3-2016,CMB,Information Services,3102471.42,
506,Q3-2016,Total Wholesale,Information Services,14154.63,
507,Q4-2016,CMB,Information Services,66938.08,
508,Q3-2016,Total Enterprise,Information Services,0.3,
509,Q3-2016,Total Wholesale,Information Services,211.91,
510,Q1-2016,Total Enterprise,Information Services,25.65,
511,Q2-2016,Total Verizon Business Markets,Information Services,52.25,
512,Q4-2016,Total Wholesale,Information Services,0.78,
513,Q3-2016,CMB,Information Services,111470.04,
514,Q4-2016,CMB,Information Services,105568.08,
515,Q4-2016,CMB,Information Services,2114707.97,
516,Q1-2016,CMB,Information Services,92674.21,
517,Q3-2016,CMB,Information Services,1790.24,
518,Q4-2016,CMB,Information Services,236041.17,
519,Q1-2016,CMB,Information Services,2781060.05,
520,Q3-2016,Total Wholesale,Information Services,1059.91,
521,Q2-2016,Total Wholesale,Information Services,1179.97,
522,Q3-2016,Total Wholesale,Information Services,1.07,
523,Q3-2016,CMB,Information Services,154773.42,
524,Q4-2016,Total Wholesale,Information Services,120.78,
525,Q4-2016,Total Wholesale,Information Services,8926.78,
526,Q3-2016,CMB,Information Services,156.72,
527,Q3-2016,Total Wholesale,Information Services,340.14,
528,Q2-2016,Total Wholesale,Information Services,22.89,
529,Q2-2016,Total Enterprise,Information Services,152.15,
530,Q3-2016,Total Wholesale,Information Services,82.08,
531,Q1-2016,CMB,Information Services,37219.2,
532,Q1-2016,CMB,Information Services,425446.05,
533,Q3-2016,Total Enterprise,Information Services,286.91,
534,Q2-2016,Total Wholesale,Information Services,4306.04,
535,Q4-2016,Total Enterprise,Information Services,18.36,
536,Q4-2016,CMB,Information Services,121.54,
537,Q2-2016,CMB,Information Services,261594.65,
538,Q2-2016,Total Enterprise,Information Services,16.88,
539,Q4-2016,Total Verizon Business Markets,Information Services,11.71,
540,Q1-2016,CMB,Information Services,2978.87,
541,Q3-2016,CMB,Information Services,2481305.75,
542,Q1-2016,Total Enterprise,Advanced Communications Pro Serv,3482121.272,
543,Q4-2016,Total Enterprise,Advanced Communications Pro Serv,5488994.2,
544,Q2-2016,Total Enterprise,Advanced Communications Pro Serv,2578282.061,
545,Q2-2016,Total Enterprise,Advanced Communications Pro Serv,128266.68,
546,Q3-2016,Total Enterprise,Advanced Communications Pro Serv,3537126.92,
547,Q2-2016,Total Verizon Business Markets,Advanced Communications Pro Serv,296194.35,
548,Q1-2016,Total Verizon Business Markets,Advanced Communications Pro Serv,890177.06,
549,Q4-2016,Total Verizon Business Markets,Advanced Communications Pro Serv,424137.6,
550,Q3-2016,Total Enterprise,Advanced Communications Pro Serv,64133.34,
551,Q3-2016,Total Verizon Business Markets,Advanced Communications Pro Serv,427833.36,
552,Q1-2016,Total Wholesale,Switched Access,3632292.78,
553,Q3-2016,Total Wireline,Switched Access,2616.52,
554,Q4-2016,Total Wholesale,Switched Access,2531850.04,
555,Q3-2016,Total Wireline,Switched Access,1029.38,
556,Q3-2016,Total Wholesale,Switched Access,116525.7,
557,Q3-2016,Total Enterprise,Switched Access,1405.14,
558,Q4-2016,Total Wholesale,Switched Access,805148.04,
559,Q3-2016,Other,Switched Access,1060.34,
560,Q2-2016,Total Wholesale,Switched Access,0.04,
561,Q3-2016,Total Verizon Business Markets,Switched Access,1495.77,
562,Q4-2016,Total Verizon Business Markets,Switched Access,64.15,
563,Q2-2016,Total Verizon Business Markets,Switched Access,4.54,
564,Q1-2016,Total Wireline,Switched Access,0.11,
565,Q1-2016,Total Wholesale,Switched Access,117006.17,
566,Q2-2016,Total Wholesale,Switched Access,360625.48,
567,Q1-2016,Total Verizon Business Markets,Switched Access,1353.27,
568,Q4-2016,CMB,Switched Access,0.06,
569,Q1-2016,Total Wireline,Switched Access,1162.93,
570,Q2-2016,Total Wholesale,Switched Access,886544.31,
571,Q2-2016,CMB,Switched Access,0.03,
572,Q1-2016,Other,Switched Access,152919.42,
573,Q4-2016,Total Enterprise,Switched Access,1307.81,
574,Q4-2016,Other,Switched Access,129177.7,
575,Q2-2016,Other,Switched Access,390072.52,
576,Q2-2016,Total Wholesale,Switched Access,2725997.35,
577,Q3-2016,Total Verizon Business Markets,Switched Access,2038.7,
578,Q1-2016,CMB,Switched Access,0.14,
579,Q4-2016,Other,Switched Access,58.63,
580,Q1-2016,Total Wholesale,Switched Access,6210060.28,
581,Q1-2016,Total Verizon Business Markets,Switched Access,4298.78,
582,Q4-2016,Total Wireline,Switched Access,2331.53,
583,Q1-2016,Total Enterprise,Switched Access,2734.59,
584,Q1-2016,Total Enterprise,Switched Access,2039.92,
585,Q2-2016,CMB,Switched Access,0.01,
586,Q4-2016,Total Wholesale,Switched Access,121950.6,
587,Q4-2016,Total Wireline,Switched Access,763.09,
588,Q3-2016,Total Wholesale,Switched Access,4880664.01,
589,Q4-2016,Total Wholesale,Switched Access,1466424.2,
590,Q3-2016,Total Wholesale,Switched Access,2643430.14,
591,Q1-2016,Total Wireline,Switched Access,4057.8,
592,Q1-2016,Other,Switched Access,387728.97,
593,Q2-2016,Total Enterprise,Switched Access,0,
594,Q4-2016,Other,Switched Access,345316.68,
595,Q1-2016,Total Enterprise,Switched Access,0,
596,Q2-2016,Total Wholesale,Switched Access,1184434.45,
597,Q1-2016,Total Wholesale,Switched Access,6433999,
598,Q2-2016,Total Wholesale,Switched Access,5795211.43,
599,Q2-2016,Total Wireline,Switched Access,0.13,
600,Q1-2016,Total Wholesale,Switched Access,2104631.78,
601,Q1-2016,Total Verizon Business Markets,Switched Access,0,
602,Q1-2016,Total Wholesale,Switched Access,116071.24,
603,Q1-2016,Total Wholesale,Switched Access,3537909.11,
604,Q1-2016,Total Wireline,Switched Access,0.01,
605,Q1-2016,CMB,Switched Access,0.07,
606,Q4-2016,Total Enterprise,Switched Access,905.52,
607,Q1-2016,Other,Switched Access,1122.43,
608,Q2-2016,Total Wholesale,Switched Access,1745610.8,
609,Q2-2016,CMB,Switched Access,0.03,
610,Q3-2016,Other,Switched Access,106.88,
611,Q3-2016,Total Verizon Business Markets,Switched Access,69.65,
612,Q4-2016,Total Wholesale,Switched Access,848337.03,
613,Q4-2016,Other,Switched Access,196.32,
614,Q3-2016,Other,Switched Access,372127.1,
615,Q2-2016,Total Wholesale,Switched Access,5849789.04,
616,Q3-2016,Total Wholesale,Switched Access,855806.19,
617,Q1-2016,Total Enterprise,Switched Access,422.81,
618,Q2-2016,Total Verizon Business Markets,Switched Access,4002.48,
619,Q2-2016,Total Wholesale,Switched Access,2512659.38,
620,Q4-2016,Total Wireline,Switched Access,1003.15,
621,Q4-2016,Total Verizon Business Markets,Switched Access,507,
622,Q1-2016,Total Verizon Business Markets,Switched Access,3.84,
623,Q1-2016,Total Wholesale,Switched Access,560007.58,
624,Q2-2016,Total Wholesale,Switched Access,110908.43,
625,Q1-2016,Total Wholesale,Switched Access,1656893.32,
626,Q4-2016,Total Wholesale,Switched Access,280684.34,
627,Q3-2016,Total Wireline,Switched Access,1743.31,
628,Q2-2016,Other,Switched Access,147724.92,
629,Q3-2016,Other,Switched Access,138987.83,
630,Q2-2016,Total Wholesale,Switched Access,115705.06,
631,Q2-2016,Total Wireline,Switched Access,4034.95,
632,Q2-2016,Total Verizon Business Markets,Switched Access,72.61,
633,Q3-2016,Total Verizon Business Markets,Switched Access,4.56,
634,Q3-2016,Total Wireline,Switched Access,0.1,
635,Q2-2016,Total Wireline,Switched Access,2188.32,
636,Q1-2016,Total Wholesale,Switched Access,1330700.18,
637,Q3-2016,Total Wholesale,Switched Access,2201866.18,
638,Q3-2016,Total Wholesale,Switched Access,1250921.25,
639,Q2-2016,Total Enterprise,Switched Access,2427.75,
640,Q4-2016,Total Wholesale,Switched Access,4528959.62,
641,Q2-2016,Total Enterprise,Switched Access,732.36,
642,Q1-2016,Total Verizon Business Markets,Switched Access,215.6,
643,Q2-2016,Total Enterprise,Switched Access,897.95,
644,Q1-2016,Total Wireline,Switched Access,2225.5,
645,Q4-2016,Total Verizon Business Markets,Switched Access,5.17,
646,Q4-2016,Other,Switched Access,986.59,
647,Q4-2016,CMB,Switched Access,0.02,
648,Q4-2016,Total Wholesale,Switched Access,1922122.08,
649,Q3-2016,Total Wholesale,Switched Access,4468605.79,
650,Q1-2016,Other,Switched Access,148763.87,
651,Q4-2016,Total Enterprise,Switched Access,12.06,
652,Q3-2016,Total Wholesale,Switched Access,291059.31,
653,Q3-2016,Total Wholesale,Switched Access,112306.45,
654,Q2-2016,Other,Switched Access,93001.87,
655,Q3-2016,Total Wholesale,Switched Access,1520126.57,
656,Q4-2016,Total Wholesale,Switched Access,105770.5,
657,Q4-2016,Total Wireline,Switched Access,0.08,
658,Q4-2016,Total Wholesale,Switched Access,3930128.98,
659,Q3-2016,Total Enterprise,Switched Access,1602.08,
660,Q4-2016,Total Verizon Business Markets,Switched Access,1219.84,
661,Q2-2016,Total Wireline,Switched Access,1120.71,
662,Q1-2016,Other,Switched Access,664.97,
663,Q2-2016,Other,Switched Access,1117.91,
664,Q2-2016,Total Verizon Business Markets,Switched Access,455.73,
665,Q3-2016,Total Enterprise,Switched Access,15.57,
666,Q4-2016,Other,Intelligent Networking Pro Serv,28749.99,
667,Q3-2016,Total Enterprise,Intelligent Networking Pro Serv,21470.6701,
668,Q2-2016,Other,Intelligent Networking Pro Serv,28749.99,
669,Q1-2016,Other,Intelligent Networking Pro Serv,28749.99,
670,Q3-2016,Other,Intelligent Networking Pro Serv,28749.99,
671,Q3-2016,Total Enterprise,Internet,34659726.72,
672,Q1-2016,Other,Internet,2663349.47,
673,Q3-2016,Total Enterprise,Internet,1013422.03,
674,Q1-2016,Total Wireline,Internet,45693,
675,Q3-2016,Other,Internet,913067.29,
676,Q3-2016,Total Wholesale,Internet,2196622.59,
677,Q1-2016,Total Enterprise,Internet,1140855.03,
678,Q1-2016,Total Wireline,Internet,27000,
679,Q3-2016,Other,Internet,15720,
680,Q2-2016,Total Wireline,Internet,45693,
681,Q3-2016,Total Enterprise,Internet,24294069.2,
682,Q1-2016,Total Enterprise,Internet,1492310.5,
683,Q4-2016,Total Verizon Business Markets,Internet,143811,
684,Q4-2016,Total Wholesale,Internet,1409400,
685,Q2-2016,Total Enterprise,Internet,1572403.9,
686,Q3-2016,Total Enterprise,Internet,1521393.29,
687,Q1-2016,Total Wholesale,Internet,709403.23,
688,Q3-2016,Total Wholesale,Internet,1409400,
689,Q4-2016,Total Wholesale,Internet,2326375.63,
690,Q2-2016,Total Wholesale,Internet,1402606.45,
691,Q3-2016,Total Wholesale,Internet,3191058.877,
692,Q4-2016,Total Verizon Business Markets,Internet,10937121.03,
693,Q4-2016,Total Enterprise,Internet,360000,
694,Q1-2016,Total Enterprise,Internet,24440702.49,
695,Q4-2016,Total Wireline,Internet,27000,
696,Q2-2016,Total Verizon Business Markets,Internet,15084454.92,
697,Q2-2016,Total Wholesale,Internet,116040,
698,Q1-2016,Total Wholesale,Internet,133110.97,
699,Q1-2016,Other,Internet,15720,
700,Q3-2016,Total Wholesale,Internet,2679053.6,
701,Q2-2016,Total Wholesale,Internet,2922446.756,
702,Q1-2016,Total Wholesale,Internet,2807458.3,
703,Q4-2016,Total Wholesale,Internet,3641113.37,
704,Q3-2016,Other,Internet,2623584.49,
705,Q2-2016,Total Wholesale,Internet,709205.13,
706,Q1-2016,Total Wholesale,Internet,2642658.23,
707,Q4-2016,Other,Internet,2849065.97,
708,Q2-2016,Other,Internet,2646573.92,
709,Q2-2016,Other,Internet,15720,
710,Q4-2016,Total Wholesale,Internet,1979404.69,
711,Q2-2016,Total Enterprise,Internet,32732138.58,
712,Q1-2016,Total Wholesale,Internet,3688837.65,
713,Q2-2016,Total Wholesale,Internet,186770.95,
714,Q2-2016,Total Wholesale,Internet,3641988.05,
715,Q4-2016,Total Enterprise,Internet,1087474.33,
716,Q4-2016,Total Enterprise,Internet,1571717.33,
717,Q4-2016,Total Enterprise,Internet,24646965.9,
718,Q2-2016,Total Wireline,Internet,27000,
719,Q2-2016,Other,Internet,872668.9,
720,Q1-2016,Total Wholesale,Internet,185627.08,
721,Q1-2016,Total Wholesale,Internet,1233142.08,
722,Q3-2016,Total Wholesale,Internet,2085,
723,Q1-2016,Total Enterprise,Internet,31385609.38,
724,Q4-2016,Total Wholesale,Internet,2085,
725,Q2-2016,Total Wholesale,Internet,2085,
726,Q2-2016,Total Wholesale,Internet,2710977.98,
727,Q3-2016,Total Verizon Business Markets,Internet,143811,
728,Q3-2016,Total Wholesale,Internet,198700.64,
729,Q3-2016,Total Enterprise,Internet,98709.67,
730,Q3-2016,Total Wholesale,Internet,210669.6,
731,Q4-2016,Total Verizon Business Markets,Internet,16500,
732,Q2-2016,Total Verizon Business Markets,Internet,145603,
733,Q4-2016,Other,Internet,15720,
734,Q4-2016,Total Enterprise,Internet,40148908.13,
735,Q3-2016,Total Verizon Business Markets,Internet,15053932.97,
736,Q4-2016,Total Wholesale,Internet,182575.68,
737,Q1-2016,Total Wholesale,Internet,1332197.42,
738,Q4-2016,Total Wholesale,Internet,2524487.78,
739,Q4-2016,Other,Internet,904685.88,
740,Q2-2016,Total Wholesale,Internet,1882379.08,
741,Q2-2016,Total Enterprise,Internet,1012131.94,
742,Q1-2016,Total Wholesale,Internet,2085,
743,Q1-2016,Other,Internet,769208.49,
744,Q3-2016,Total Wholesale,Internet,711039.31,
745,Q4-2016,Total Wholesale,Internet,713398.82,
746,Q4-2016,Total Verizon Business Markets,Internet,15164363.52,
747,Q2-2016,Total Enterprise,Internet,24510194.43,
748,Q3-2016,Total Wireline,Internet,27000,
749,Q3-2016,Total Verizon Business Markets,Internet,19066.67,
750,Q1-2016,Total Verizon Business Markets,Internet,10102364.84,
751,Q3-2016,Total Wireline,Internet,45693,
752,Q3-2016,Total Verizon Business Markets,Internet,10570665.66,
753,Q1-2016,Total Verizon Business Markets,Internet,15429175.17,
754,Q1-2016,Total Verizon Business Markets,Internet,137373,
755,Q2-2016,Total Verizon Business Markets,Internet,10309408.35,
756,Q3-2016,Total Wholesale,Internet,3520316.35,
757,Q4-2016,Total Wholesale,Internet,214056,
758,Q4-2016,Total Wireline,Internet,45693,
759,Q4-2016,Total Wholesale,International LD,1817072.96,
760,Q1-2016,Total Wholesale,International LD,11346639.37,
761,Q2-2016,Total Verizon Business Markets,International LD,166470.8,
762,Q1-2016,Total Enterprise,International LD,4582309.332,
763,Q4-2016,Total Wholesale,International LD,12538.89,
764,Q4-2016,Total Wholesale,International LD,1.51,
765,Q2-2016,Total Wholesale,International LD,759.29,
766,Q4-2016,Total Verizon Business Markets,International LD,15863.4,
767,Q2-2016,Total Wireline,International LD,2050,
768,Q4-2016,Other,International LD,3.77,
769,Q2-2016,CMB,International LD,60,
770,Q1-2016,Total Enterprise,International LD,1770073.09,
771,Q4-2016,Total Wireline,International LD,2558.32,
772,Q2-2016,Total Enterprise,International LD,649.48,
773,Q4-2016,Total Wholesale,International LD,7883313.331,
774,Q1-2016,Total Wireline,International LD,2569.84,
775,Q2-2016,Total Enterprise,International LD,5014580.653,
776,Q1-2016,Total Wireline,International LD,2050,
777,Q1-2016,Total Wholesale,International LD,8948221.978,
778,Q2-2016,Other,International LD,277851.16,
779,Q2-2016,Total Wholesale,International LD,273971.88,
780,Q2-2016,Total Wholesale,International LD,9615284.597,
781,Q2-2016,Total Wireline,International LD,2527.63,
782,Q2-2016,Total Enterprise,International LD,208991.45,
783,Q1-2016,Total Wireline,International LD,111.73,
784,Q2-2016,Total Enterprise,International LD,2.8,
785,Q2-2016,Total Verizon Business Markets,International LD,4.77,
786,Q2-2016,Other,International LD,9193.02,
787,Q4-2016,Total Enterprise,International LD,4767545.499,
788,Q3-2016,Total Wholesale,International LD,656.4,
789,Q1-2016,Total Wholesale,International LD,244922.21,
790,Q1-2016,Total Wholesale,International LD,668.91,
